2018,先進理工学部,日常生活とリスク,安部　竜一郎／石倉　義博／久木元　真吾／吉川　忠寛,春学期  水2時限,綜合科目 選択必修,1,2,52-302教室,西早稲田（旧大久保）,日本語,総合／学際,総合／学際,総合／学際,初級レベル（入門・導入）,講義,false,false,春学期,3,2,52-302教室,特になし。,"[{""name""=>""試験"", ""rate""=>""100％"", ""detail""=>""第16週目に定期試験を実施する。試験は授業担任者3名（久木元・吉川・安部）が1/3ずつ出題する。成績は最終試験の結果に基づいて評価する。（注：成績は主に最終試験に基づいて評価するが、講師によって平常点を加算する場合がある。）""}]"
2018,先進理工学部,21世紀における科学技術と社会,綾部　広則／石倉　義博／白木　里恵子／馬場　健誠,秋学期  月4時限,綜合科目 選択必修,1,2,63-202教室,西早稲田（旧大久保）,日本語,科学技術論,科学技術論,科学技術政策,初級レベル（入門・導入）,講義,false,false,秋学期,1,4,63-202教室,指定しない。,"[{""name""=>""試験"", ""rate""=>""40％"", ""detail""=>""定期試験による（割合は目安）""}, {""name""=>""平常点評価"", ""rate""=>""60％"", ""detail""=>""毎回提出してもらう講義のまとめをもとに評価する（割合は目安）\n※私語、飲食等、不適切な授業態度は減点の対象とする。""}]"
2018,先進理工学部,国際保健医療論,潮見　泰藏／内藤　順子／吉永　真理,秋学期  金2時限,綜合科目 選択必修,1,2,61-210教室,西早稲田（旧大久保）,日本語,国際関係論,国際公共政策,その他,初級レベル（入門・導入）,講義,false,false,秋学期,5,2,61-210教室,特になし。,なし
2018,先進理工学部,開発協力論,関根　久雄／成田　弘成／三井　久明,春学期  金4時限,綜合科目 選択必修,1,2,63-201教室,西早稲田（旧大久保）,日本語,国際関係論,国際公共政策,開発研究,初級レベル（入門・導入）,講義,false,false,春学期,5,4,63-201教室,特になし。,なし
2018,先進理工学部,現代経済の構造と変容,荒木　勝啓／太田　愛之／三平　剛,春学期  火4時限,綜合科目 選択必修,1,2,52-303教室,西早稲田（旧大久保）,日本語,経済学,経済学一般,経済学一般,初級レベル（入門・導入）,講義,false,false,春学期,2,4,52-303教室,"・太田愛之担当部分
　太田愛之・川口浩・藤井信幸 (2006)、『日本経済の二千年』(改訂版)、勁草書房。
・三平剛担当部分
　スライド資料に沿って授業を行う。スライド資料はCourseN@viに掲載する予定なので、必要があれば印刷して持参すること。","[{""name""=>""試験"", ""rate""=>""100％"", ""detail""=>""・第16週の定期試験期間中に試験を実施する。\n・基本的に、上記試験の評価に基づいて評価を決定する。\n・上記試験は自筆ノートも含めて持ち込み不可。\n・いくつかの例外ケースを除き、上記試験未受験者は、単位を取得できないので注意すること。""}]"
2018,先進理工学部,企業行動と経営,小松原　聡／篠崎　武久／嶋根　政充,集中講義（秋学期）  土その他,綜合科目 選択必修,1,2,53-203教室,西早稲田（旧大久保）,日本語,経営学,経営学,概論,初級レベル（入門・導入）,講義,false,false,集中講義（秋学期）,なし,なし,なし,特に指定しない。,"[{""name""=>""試験"", ""rate""=>""100％"", ""detail""=>""・教場試験を実施する。\n・基本的に、上記試験の評価に基づいて評価を決定する。\n・上記試験は自筆ノートも含めて持ち込み不可。\n・いくつかの例外ケースを除き、上記試験未受験者は、単位を取得できないので注意すること。""}]"
2018,先進理工学部,高齢化社会の設計,臼井　恒夫／大竹　登志子／増田　金重,秋学期  金4時限,綜合科目 選択必修,1,2,53-B01教室,西早稲田（旧大久保）,日本語,複合領域,人間（心理学／哲学／身体論／健康／セラピー）,福祉社会,初級レベル（入門・導入）,講義,false,false,秋学期,5,4,53-B01教室,特に指定しない。,"[{""name""=>""試験"", ""rate""=>""70％"", ""detail""=>""・第16週の定期試験期間中に試験を実施する。\n・上記試験は自筆ノートも含めて持ち込み不可。""}, {""name""=>""レポート"", ""rate""=>""10％"", ""detail""=>""・大竹登志子担当部分\n　最終日は口頭発表とレポート提出。""}, {""name""=>""平常点評価"", ""rate""=>""10％"", ""detail""=>""・臼井恒夫担当部分\n　出席によって評価する。""}, {""name""=>""その他"", ""rate""=>""10％"", ""detail""=>""・大竹登志子担当部分\n　各回、ミニテスト。""}]"
2018,先進理工学部,社会参加とボランティア,浦野　正樹／海野　和之／川西　崇行,春学期  木4時限,綜合科目 選択必修,1,2,52-304教室,西早稲田（旧大久保）,日本語,社会学,社会学,その他,初級レベル（入門・導入）,講義,false,false,春学期,4,4,52-304教室,大矢根・浦野・田中・吉井編『災害社会学入門』弘文堂,"[{""name""=>""試験"", ""rate""=>""65％"", ""detail""=>""試験は、持ち込み不可の形で、教場試験として実施します。""}, {""name""=>""平常点評価"", ""rate""=>""35％"", ""detail""=>""授業に出席したうえで、授業内容を踏まえた感想やコメントをBBSの発言として記載してもらいます。出席は、コースナビ上のBBSなど（場合によっては授業中に配布する出席カード＝裏にコメントを記載）を通じてチェックします。""}]"
2018,先進理工学部,変革期の社会と心理,入澤　敦子／川村　晃司／白岩　祐子／膳場　百合子,春学期  月5時限,綜合科目 選択必修,1,2,61-102教室,西早稲田（旧大久保）,日本語,心理学,心理学,社会心理学・産業心理学,初級レベル（入門・導入）,講義,false,false,春学期,1,5,61-102教室,特に指定しない,"[{""name""=>""試験"", ""rate""=>""100％"", ""detail""=>""川村、白岩、入澤の3名が1/3ずつ出題する。成績は最終試験の結果に基づいて評価する。（注：成績は主に最終試験に基づいて評価するが、講師によって平常点を加味する場合あり。）""}]"
2018,先進理工学部,高度情報社会における人間関係,石倉　義博／大橋　恵／高橋　裕之,秋学期  火4時限,綜合科目 選択必修,1,2,52-202教室,西早稲田（旧大久保）,日本語,総合／学際,総合／学際,総合／学際,初級レベル（入門・導入）,講義,false,false,秋学期,2,4,52-202教室,講義中に講義資料及びワーク資料を配付する。配布方法は、別途指示する。,"[{""name""=>""試験"", ""rate""=>""100％"", ""detail""=>""第16週目に定期試験を実施する。試験は授業担任者3名が1/3ずつ出題する。成績は最終試験の結果に基づいて評価する。（注：成績は主に最終試験に基づいて評価するが、講師によって平常点を加算する場合がある。）""}]"
