2018,文学部,必修基礎演習　412-1_【文構・文学_合併】,河野　貴美子,秋学期  月2時限,必修基礎演習,1,2,33-231,戸山,日本語,基礎演習,基礎演習,基礎演習,初級レベル（入門・導入）,演習／ゼミ,false,false,秋学期,1,2,33-231,『必修基礎演習ガイドブック』：文献を読み、レポートを書くための手引きです。授業には持参してください（科目登録関係書類に同封しています）。,"[{""name""=>""試験"", ""rate""=>""0％"", ""detail""=>""実施しません。""}, {""name""=>""レポート"", ""rate""=>""50％"", ""detail""=>""自分で問いを立て、文献を調べるなどして考察を進め、結論に至る道筋を示すことが必要です。""}, {""name""=>""平常点評価"", ""rate""=>""50％"", ""detail""=>""発表やディスカッションに積極的に参加してください。""}, {""name""=>""その他"", ""rate""=>""0％"", ""detail""=>""とくにありません。""}]"
2018,文学部,必修基礎演習　51,飯山　知保,春学期  金3時限,必修基礎演習,1,2,31-03,戸山,日本語,基礎演習,基礎演習,基礎演習,初級レベル（入門・導入）,演習／ゼミ,false,false,春学期,5,3,31-03,『必修基礎演習ガイドブック』：文献を読み、レポートを書くための手引きです。授業には持参してください（科目登録関係書類に同封しています）。,"[{""name""=>""試験"", ""rate""=>""0％"", ""detail""=>""実施しません。""}, {""name""=>""レポート"", ""rate""=>""50％"", ""detail""=>""自分で問いを立て、文献を調べるなどして考察を進め、結論に至る道筋を示すことが必要です。""}, {""name""=>""平常点評価"", ""rate""=>""50％"", ""detail""=>""発表やディスカッションに積極的に参加してください。""}, {""name""=>""その他"", ""rate""=>""0％"", ""detail""=>""とくにありません。""}]"
2018,文学部,必修基礎演習　52,五十嵐　大介,春学期  火3時限,必修基礎演習,1,2,32-127,戸山,日本語,基礎演習,基礎演習,基礎演習,初級レベル（入門・導入）,演習／ゼミ,false,false,春学期,2,3,32-127,『必修基礎演習ガイドブック』：文献を読み、レポートを書くための手引きです。授業には持参してください（科目登録関係書類に同封しています）。,"[{""name""=>""試験"", ""rate""=>""0％"", ""detail""=>""実施しません。""}, {""name""=>""レポート"", ""rate""=>""50％"", ""detail""=>""自分で問いを立て、文献を調べるなどして考察を進め、結論に至る道筋を示すことが必要です。""}, {""name""=>""平常点評価"", ""rate""=>""50％"", ""detail""=>""発表やディスカッションに積極的に参加してください。""}, {""name""=>""その他"", ""rate""=>""0％"", ""detail""=>""とくにありません。""}]"
2018,文学部,必修基礎演習　53,伊東　久智,春学期  金3時限,必修基礎演習,1,2,32-323,戸山,日本語,基礎演習,基礎演習,基礎演習,初級レベル（入門・導入）,演習／ゼミ,false,false,春学期,5,3,32-323,『必修基礎演習ガイドブック』：文献を読み、レポートを書くための手引きです。授業には持参してください（科目登録関係書類に同封しています）。,"[{""name""=>""試験"", ""rate""=>""0％"", ""detail""=>""実施しません。""}, {""name""=>""レポート"", ""rate""=>""50％"", ""detail""=>""自分で問いを立て、文献を調べるなどして考察を進め、結論に至る道筋を示すことが必要です。""}, {""name""=>""平常点評価"", ""rate""=>""50％"", ""detail""=>""発表やディスカッションに積極的に参加してください。""}, {""name""=>""その他"", ""rate""=>""0％"", ""detail""=>""とくにありません。""}]"
2018,文学部,必修基礎演習　54,埋忠　美沙,春学期  月2時限,必修基礎演習,1,2,32-225,戸山,日本語,基礎演習,基礎演習,基礎演習,初級レベル（入門・導入）,演習／ゼミ,false,false,春学期,1,2,32-225,『必修基礎演習ガイドブック』：文献を読み、レポートを書くための手引きです。授業には持参してください（科目登録関係書類に同封しています）。,"[{""name""=>""試験"", ""rate""=>""0％"", ""detail""=>""実施しません。""}, {""name""=>""レポート"", ""rate""=>""50％"", ""detail""=>""自分で問いを立て、文献を調べるなどして考察を進め、結論に至る道筋を示すことが必要です。""}, {""name""=>""平常点評価"", ""rate""=>""50％"", ""detail""=>""発表やディスカッションに積極的に参加してください。""}, {""name""=>""その他"", ""rate""=>""0％"", ""detail""=>""とくにありません。""}]"
2018,文学部,必修基礎演習　55,江田　孝臣　他／池澤　一郎,春学期  月2時限,必修基礎演習,1,2,33-531,戸山,日本語,基礎演習,基礎演習,基礎演習,初級レベル（入門・導入）,演習／ゼミ,false,false,春学期,1,2,33-531,『必修基礎演習ガイドブック』：文献を読み、レポートを書くための手引きです。授業には持参してください（科目登録関係書類に同封しています）。,"[{""name""=>""試験"", ""rate""=>""0％"", ""detail""=>""実施しません。""}, {""name""=>""レポート"", ""rate""=>""50％"", ""detail""=>""自分で問いを立て、文献を調べるなどして考察を進め、結論に至る道筋を示すことが必要です。""}, {""name""=>""平常点評価"", ""rate""=>""50％"", ""detail""=>""発表やディスカッションに積極的に参加してください。""}, {""name""=>""その他"", ""rate""=>""0％"", ""detail""=>""とくにありません。""}]"
2018,文学部,必修基礎演習　56,岡田　俊之輔,春学期  金3時限,必修基礎演習,1,2,31-307,戸山,日本語,基礎演習,基礎演習,基礎演習,初級レベル（入門・導入）,演習／ゼミ,false,false,春学期,5,3,31-307,『必修基礎演習ガイドブック』：文献を読み、レポートを書くための手引きです。授業には持参してください（科目登録関係書類に同封しています）。,"[{""name""=>""試験"", ""rate""=>""0％"", ""detail""=>""実施しません。""}, {""name""=>""レポート"", ""rate""=>""50％"", ""detail""=>""自分で問いを立て、文献を調べるなどして考察を進め、結論に至る道筋を示すことが必要です。""}, {""name""=>""平常点評価"", ""rate""=>""50％"", ""detail""=>""発表やディスカッションに積極的に参加してください。""}, {""name""=>""その他"", ""rate""=>""0％"", ""detail""=>""とくにありません。""}]"
2018,文学部,必修基礎演習　57,小原　淳,春学期  木3時限,必修基礎演習,1,2,31-310,戸山,日本語,基礎演習,基礎演習,基礎演習,初級レベル（入門・導入）,演習／ゼミ,false,false,春学期,4,3,31-310,『必修基礎演習ガイドブック』：文献を読み、レポートを書くための手引きです。授業には持参してください（科目登録関係書類に同封しています）。,"[{""name""=>""試験"", ""rate""=>""0％"", ""detail""=>""実施しません。""}, {""name""=>""レポート"", ""rate""=>""50％"", ""detail""=>""自分で問いを立て、文献を調べるなどして考察を進め、結論に至る道筋を示すことが必要です。""}, {""name""=>""平常点評価"", ""rate""=>""50％"", ""detail""=>""発表やディスカッションに積極的に参加してください。""}, {""name""=>""その他"", ""rate""=>""0％"", ""detail""=>""とくにありません。""}]"
2018,文学部,必修基礎演習　58,粕谷　典子,春学期  月2時限,必修基礎演習,1,2,31-310,戸山,日本語,基礎演習,基礎演習,基礎演習,初級レベル（入門・導入）,演習／ゼミ,false,false,春学期,1,2,31-310,『必修基礎演習ガイドブック』：文献を読み、レポートを書くための手引きです。授業には持参してください（科目登録関係書類に同封しています）。,"[{""name""=>""試験"", ""rate""=>""0％"", ""detail""=>""実施しません。""}, {""name""=>""レポート"", ""rate""=>""50％"", ""detail""=>""自分で問いを立て、文献を調べるなどして考察を進め、結論に至る道筋を示すことが必要です。""}, {""name""=>""平常点評価"", ""rate""=>""50％"", ""detail""=>""発表やディスカッションに積極的に参加してください。""}, {""name""=>""その他"", ""rate""=>""0％"", ""detail""=>""とくにありません。""}]"
2018,文学部,必修基礎演習　59,金　志成,春学期  月2時限,必修基礎演習,1,2,33-431,戸山,日本語,基礎演習,基礎演習,基礎演習,初級レベル（入門・導入）,演習／ゼミ,false,false,春学期,1,2,33-431,『必修基礎演習ガイドブック』：文献を読み、レポートを書くための手引きです。授業には持参してください（科目登録関係書類に同封しています）。,"[{""name""=>""試験"", ""rate""=>""0％"", ""detail""=>""実施しません。""}, {""name""=>""レポート"", ""rate""=>""50％"", ""detail""=>""自分で問いを立て、文献を調べるなどして考察を進め、結論に至る道筋を示すことが必要です。""}, {""name""=>""平常点評価"", ""rate""=>""50％"", ""detail""=>""発表やディスカッションに積極的に参加してください。""}, {""name""=>""その他"", ""rate""=>""0％"", ""detail""=>""とくにありません。""}]"
