2018,社会科学部,会計学,菅野　浩勢,春学期  01:火3時限／02:火4時限,基盤専門科目・商学分野,2,4,01:7-212／02:7-212,早稲田,日本語,会計学,会計学,会計学,中級レベル（発展・応用）,講義,false,false,春学期,2,3,7-212,レジュメを用いて講義する。
2018,社会科学部,会計学,菅野　浩勢,春学期  01:火3時限／02:火4時限,基盤専門科目・商学分野,2,4,01:7-212／02:7-212,早稲田,日本語,会計学,会計学,会計学,中級レベル（発展・応用）,講義,false,false,春学期,2,4,7-212,レジュメを用いて講義する。
2018,社会科学部,会計監査論,山崎　秀彦,秋学期  01:水1時限／02:水2時限,先進専門科目・商学分野,3,4,01:14-403／02:14-403,早稲田,日本語,会計学,会計学,監査,上級レベル,講義,false,false,秋学期,3,1,14-403,鳥羽至英、秋月信二、永見尊、福川裕徳著、『財務諸表監査』、國元書房、2015年。
2018,社会科学部,会計監査論,山崎　秀彦,秋学期  01:水1時限／02:水2時限,先進専門科目・商学分野,3,4,01:14-403／02:14-403,早稲田,日本語,会計学,会計学,監査,上級レベル,講義,false,false,秋学期,3,2,14-403,鳥羽至英、秋月信二、永見尊、福川裕徳著、『財務諸表監査』、國元書房、2015年。
2018,社会科学部,経営学,井上　正,春学期  01:金3時限／02:金4時限,基盤専門科目・商学分野,2,4,01:14-406（演習室）／02:14-406（演習室）,早稲田,日本語,経営学,経営学,概論,中級レベル（発展・応用）,講義,false,false,春学期,5,3,14-406（演習室）,教科書は特に定めません。必要に応じて下記の文献を参考にすると講義の理解が容易になると思われます。
2018,社会科学部,経営学,井上　正,春学期  01:金3時限／02:金4時限,基盤専門科目・商学分野,2,4,01:14-406（演習室）／02:14-406（演習室）,早稲田,日本語,経営学,経営学,概論,中級レベル（発展・応用）,講義,false,false,春学期,5,4,14-406（演習室）,教科書は特に定めません。必要に応じて下記の文献を参考にすると講義の理解が容易になると思われます。
2018,社会科学部,原価計算,成岡　浩一,秋学期  01:木3時限／02:木4時限,先進専門科目・商学分野,3,4,01:14-505／02:14-505,早稲田,日本語,会計学,会計学,管理会計,上級レベル,講義,false,false,秋学期,4,3,14-505,"渋谷武夫編著『スタディガイド原価計算』中央経済社
また、授業中に演習問題を配布する。"
2018,社会科学部,原価計算,成岡　浩一,秋学期  01:木3時限／02:木4時限,先進専門科目・商学分野,3,4,01:14-505／02:14-505,早稲田,日本語,会計学,会計学,管理会計,上級レベル,講義,false,false,秋学期,4,4,14-505,"渋谷武夫編著『スタディガイド原価計算』中央経済社
また、授業中に演習問題を配布する。"
2018,社会科学部,証券論,葛山　康典,春学期  01:火4時限／02:水4時限,基盤専門科目・商学分野,2,4,01:14-401／02:14-401,早稲田,日本語,総合社会科学,産業・企業・労働,産業・企業・労働,中級レベル（発展・応用）,講義,false,false,春学期,2,4,14-401,""
2018,社会科学部,証券論,葛山　康典,春学期  01:火4時限／02:水4時限,基盤専門科目・商学分野,2,4,01:14-401／02:14-401,早稲田,日本語,総合社会科学,産業・企業・労働,産業・企業・労働,中級レベル（発展・応用）,講義,false,false,春学期,3,4,14-401,""
